HbEID;DOC_TYPE;Fachbereich;Gebiet;Unternehmen;Kostenstelle;Ergebniseinheit;Konto;Unterkonto;Wirtschaftsjahr;Veroffentlichungsdatum;Veroffentlichungszeit;Wahrung;Wechselkurs;DBCR_INDICATOR;Soll;Haben;Endbetrag;Transaktionsherkunft;Wirksamkeitsdatum;Wirkungszeitraum;Buchungstext;Kontenname;Storno-Indikator;Storno-Datum;Storno-Uhrzeit;Nutzer;Erstellungsdatum;Erstellungsuhrzeit;Manuelle/automatische Buchung;Geändert von;Genehmigt von;Genehmigungsdatum;Gelöscht-Markierung;Posten-Nummer;Batch Date
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;7702,42;0;7702,42;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;32057,48;0;32057,48;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;37658,22;0;37658,22;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;113252,3;0;113252,3;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;65267,29;0;65267,29;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;34113,93;0;34113,93;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;18557,01;0;18557,01;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;40893,11;0;40893,11;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;8737,3;0;8737,3;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;5988,02;0;5988,02;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;71397,42;0;71397,42;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;16306,34;0;16306,34;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;15728,23;0;15728,23;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;94376,49;0;94376,49;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;23899,96;0;23899,96;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;83809,75;0;83809,75;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;91357,73;0;91357,73;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;55260,64;0;55260,64;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;36051,28;0;36051,28;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;92325,86;0;92325,86;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;141985,07;0;141985,07;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;4226,32;0;4226,32;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;86850,74;0;86850,74;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;1413,75;0;1413,75;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;47205,12;0;47205,12;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;133811,35;0;133811,35;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;82167,71;0;82167,71;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;52295,11;0;52295,11;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;70666,6;0;70666,6;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;10719,95;0;10719,95;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;77754,66;0;77754,66;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;10046,49;0;10046,49;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;55788,15;0;55788,15;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;292,59;0;292,59;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
TO12999JUN;P;1;100;1;1;1;635018;1000;2017;28.06.2017;11:45:00;EUR;1;;116543,7;0;116543,7;GL;30.06.2017;6;Pzu Rückstellung für Juni 2005.;PTO RS/Verkauf;B;;00:00:00;Tthompson;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
P312999JUN;P;1;100;1;1;1;604978;1000;2017;28.06.2017;11:45:00;EUR;1;;222,87;0;222,87;GL;22.06.2017;6;AP3 Löhne & Gehälter Rückstellung f;PTO genommen/Allgemein;B;;00:00:00;Tthompson;26.06.2017;11:45:00;Manual;;;;;401581-1;28.06.2017
CC12999AP3;P;1;100;1;1;1;604978;1000;2017;03.06.2017;04:00:00;EUR;1;;0;55,71;-55,71;GL;01.06.2017;6;AP3 Mai 2005 2 Tag Rückstellung;PTO genommen/Allgemein;R;;00:00:00;Tthompson;02.06.2017;04:00:00;Manual;;;;;401557-1;03.06.2017
CC12999AP3;P;1;100;1;1;1;604978;1000;2017;03.06.2017;04:00:00;EUR;1;;0;816,69;-816,69;GL;01.06.2017;6;AP3 Mai 2005 2 Tag Rückstellung;PTO genommen/Allgemein;R;;00:00:00;Tthompson;02.06.2017;04:00:00;Manual;;;;;401557-1;03.06.2017
P312999JUN;P;1;100;1;1;1;605118;1000;2017;28.06.2017;11:45:00;EUR;1;;292,66;0;292,66;GL;22.06.2017;6;AP3 Löhne & Gehälter Rückstellung f;PTO genommen/Ingenieure;B;;00:00:00;Tthompson;26.06.2017;11:45:00;Manual;;;;;401581-1;28.06.2017
CC12999AP3;P;1;100;1;1;1;605118;1000;2017;03.06.2017;04:00:00;EUR;1;;0;146,33;-146,33;GL;01.06.2017;6;AP3 Mai 2005 2 Tag Rückstellung;PTO genommen/Ingenieure;R;;00:00:00;Tthompson;02.06.2017;04:00:00;Manual;;;;;401557-1;03.06.2017
GA12999110;P;1;100;1;1;1;605168;1000;2017;09.06.2017;15:30:00;EUR;1;;9072,17;0;9072,17;GL;15.06.2017;6; NYC UNION KRANKENZEIT DEC;PTO genommen/Techniker;N;;00:00:00;Mjason;08.06.2017;15:30:00;Manual;;;;;401563-1;09.06.2017
GA12999110;P;1;100;1;1;1;605168;1000;2017;09.06.2017;15:30:00;EUR;1;;13667,95;0;13667,95;GL;15.06.2017;6; NYC UNION KRANKENZEIT DEC;PTO genommen/Techniker;N;;00:00:00;Mjason;08.06.2017;15:30:00;Manual;;;;;401563-1;09.06.2017
P312999JUN;P;1;100;1;1;1;605168;1000;2017;27.06.2017;11:45:00;EUR;1;;713,86;0;713,86;GL;22.06.2017;6;AP3 Löhne & Gehälter Rückstellung f;PTO genommen/Techniker;B;;00:00:00;Tthompson;26.06.2017;11:45:00;Manual;;;;;401581-1;27.06.2017
P312999JUN;P;1;100;1;1;1;605168;1000;2017;27.06.2017;11:45:00;EUR;1;;619,46;0;619,46;GL;22.06.2017;6;AP3 Löhne & Gehälter Rückstellung f;PTO genommen/Techniker;B;;00:00:00;Tthompson;26.06.2017;11:45:00;Manual;;;;;401581-1;27.06.2017
P312999JUN;P;1;100;1;1;1;605168;1000;2017;27.06.2017;11:45:00;EUR;1;;298,97;0;298,97;GL;22.06.2017;6;AP3 Löhne & Gehälter Rückstellung f;PTO genommen/Techniker;B;;00:00:00;Tthompson;26.06.2017;11:45:00;Manual;;;;;401581-1;27.06.2017
P312999JUN;P;1;100;1;1;1;605168;1000;2017;27.06.2017;11:45:00;EUR;1;;8107,27;0;8107,27;GL;22.06.2017;6;AP3 Löhne & Gehälter Rückstellung f;PTO genommen/Techniker;B;;00:00:00;Tthompson;26.06.2017;11:45:00;Manual;;;;;401581-1;27.06.2017
P312999JUN;P;1;100;1;1;1;605168;1000;2017;27.06.2017;11:45:00;EUR;1;;9240,4;0;9240,4;GL;22.06.2017;6;AP3 Löhne & Gehälter Rückstellung f;PTO genommen/Techniker;B;;00:00:00;Tthompson;26.06.2017;11:45:00;Manual;;;;;401581-1;27.06.2017
CC12999AP3;P;1;100;1;1;1;605168;1000;2017;03.06.2017;04:00:00;EUR;1;;0;3537,83;-3537,83;GL;01.06.2017;6;AP3 Mai 2005 2 Tag Rückstellung;PTO genommen/Techniker;R;;00:00:00;Tthompson;02.06.2017;04:00:00;Manual;;;;;401557-1;03.06.2017
CC12999AP3;P;1;100;1;1;1;605168;1000;2017;03.06.2017;04:00:00;EUR;1;;0;3005,12;-3005,12;GL;01.06.2017;6;AP3 Mai 2005 2 Tag Rückstellung;PTO genommen/Techniker;R;;00:00:00;Tthompson;02.06.2017;04:00:00;Manual;;;;;401557-1;03.06.2017
CC12999AP3;P;1;100;1;1;1;605168;1000;2017;03.06.2017;04:00:00;EUR;1;;0;213,71;-213,71;GL;01.06.2017;6;AP3 Mai 2005 2 Tag Rückstellung;PTO genommen/Techniker;R;;00:00:00;Tthompson;02.06.2017;04:00:00;Manual;;;;;401557-1;03.06.2017
CC12999AP3;P;1;100;1;1;1;605168;1000;2017;03.06.2017;04:00:00;EUR;1;;0;206,2;-206,2;GL;01.06.2017;6;AP3 Mai 2005 2 Tag Rückstellung;PTO genommen/Techniker;R;;00:00:00;Tthompson;02.06.2017;04:00:00;Manual;;;;;401557-1;03.06.2017
CC12999AP3;P;1;100;1;1;1;605168;1000;2017;03.06.2017;04:00:00;EUR;1;;0;112,24;-112,24;GL;01.06.2017;6;AP3 Mai 2005 2 Tag Rückstellung;PTO genommen/Techniker;R;;00:00:00;Tthompson;02.06.2017;04:00:00;Manual;;;;;401557-1;03.06.2017
N012999I14;P;1;100;1;1;1;133978;1000;2017;28.06.2017;11:45:00;EUR;1;;0;2261,34;-2261,34;GL;28.06.2017;6;Umkehrung Überlieferungen für Projekte;PVDM2-32, CISCOPROD;B;;00:00:00;Jsmith;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
N012999I14;P;1;100;1;1;1;133978;1000;2017;28.06.2017;11:45:00;EUR;1;;0;1130,67;-1130,67;GL;28.06.2017;6;Umkehrung Überlieferungen für Projekte;PVDM2-8=, CISCO-CCM QTY2;B;;00:00:00;Jsmith;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
6-12999605;P;1;100;1;1;1;101021;1000;2017;29.06.2017;11:45:00;EUR;1;;34236,58;0;34236,58;GL;29.06.2017;6;Betreiber/Transport-Service Umsatz gelagert;Qwest;N;;00:00:00;Jjames;28.06.2017;11:45:00;Manual;;;;;401583-1;29.06.2017
6-12999605;P;1;100;1;1;1;101021;1000;2017;29.06.2017;11:45:00;EUR;1;;16874,91;0;16874,91;GL;29.06.2017;6;Betreiber/Transport-Service Umsatz gelagert;Qwest;N;;00:00:00;Jjames;28.06.2017;11:45:00;Manual;;;;;401583-1;29.06.2017
7-32999605;P;3;100;1;1;1;120978;1000;2017;30.06.2017;11:45:00;EUR;1;;0;34236,58;-34236,58;GL;29.06.2017;6;Betreiber/Transport-Service Umsatz, 060;Qwest;N;;00:00:00;Jjames;28.06.2017;11:45:00;Manual;;;;;401583-1;30.06.2017
7-32999605;P;3;100;1;1;1;120978;1000;2017;30.06.2017;11:45:00;EUR;1;;0;16874,91;-16874,91;GL;29.06.2017;6;Betreiber/Transport-Service Umsatz, 060;Qwest;N;;00:00:00;Jjames;28.06.2017;11:45:00;Manual;;;;;401583-1;30.06.2017
8-32999605;P;3;100;1;1;1;120978;1000;2017;29.06.2017;11:45:00;EUR;1;;34236,58;0;34236,58;GL;29.06.2017;6;Betreiber/Transport-Service Umsatz, 0605;Qwest;N;;00:00:00;Jjames;28.06.2017;11:45:00;Manual;;;;;401583-1;29.06.2017
8-32999605;P;3;100;1;1;1;120978;1000;2017;29.06.2017;11:45:00;EUR;1;;16874,91;0;16874,91;GL;29.06.2017;6;Betreiber/Transport-Service Umsatz, 0605;Qwest;N;;00:00:00;Jjames;28.06.2017;11:45:00;Manual;;;;;401583-1;29.06.2017
GA12999116;P;1;100;1;1;1;701068;1000;2017;09.06.2017;16:30:00;EUR;1;;0;2314,95;-2314,95;GL;15.06.2017;6;Manhattan Miete Rückbuchung für;Miete/Leasing Gebäude;N;;00:00:00;Hnotnew;08.06.2017;16:30:00;Manual;;;;;401563-1;09.06.2017
1-12999605;P;1;100;1;1;1;701068;1000;2017;24.06.2017;11:45:00;EUR;1;;24855,25;0;24855,25;GL;24.06.2017;6;zu Erfassung Juni Aufwendungen Verteilungt;Miete/Leasing Gebäude;N;;00:00:00;Tthompson;23.06.2017;11:45:00;Manual;;;;;401578-1;24.06.2017
CA12999100;P;1;100;1;1;1;134978;1000;2017;10.06.2017;12:45:00;EUR;1;;0;73103,69;-73103,69;GL;15.06.2017;6;Beschaffung für Inventar;Reserve - Überalterung;N;;00:00:00;Hnotnew;10.06.2017;12:45:00;Manual;;;;;401563-1;10.06.2017
N012999I29;P;1;100;1;1;1;134978;1000;2017;05.07.2017;11:45:00;EUR;1;;1011495,21;0;1011495,21;GL;30.06.2017;6;Juni, 2005 Inventarüberalterung;Reserve - Überalterung;N;;00:00:00;Jsmith;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999I18;P;1;100;1;1;1;121278;1000;2017;01.07.2017;11:45:00;EUR;1;;2593825,79;0;2593825,79;GL;30.06.2017;6;Juni, 2005 Data Hardware Monat;Erlösfähiger Bestand;B;;00:00:00;Jsmith;30.06.2017;11:45:00;Manual;;;;;401585-1;01.07.2017
Y012999I14;P;1;100;1;1;1;121278;1000;2017;06.06.2017;23:00:00;EUR;1;;0;945601,88;-945601,88;GL;01.06.2017;6;Mai, 2005 Data Hardware final;Erlösfähiger Bestand;R;;00:00:00;Jsmith;05.06.2017;23:00:00;Manual;;;;;401560-1;06.06.2017
N012999P12;P;1;100;1;1;1;121278;1000;2017;05.07.2017;11:45:00;EUR;1;;0;20956390,04;-20956390,04;GL;30.06.2017;6;RIEB/BIER Juni 2005 Eintrag;Erlösfähiger Bestand;N;;00:00:00;Creiest;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
N012999T02;P;1;100;1;1;1;121278;1000;2017;01.07.2017;11:45:00;EUR;1;;0;308837;-308837;GL;30.06.2017;6;Rückstellung für TAM Rechnungen-im Gange;Erlösfähiger Bestand;B;;00:00:00;Tsting;30.06.2017;11:45:00;Manual;;;;;401585-1;01.07.2017
N012999T02;P;1;100;1;1;1;121278;1000;2017;01.07.2017;11:45:00;EUR;1;;0;308837;-308837;GL;30.06.2017;6;Rückstellung für TAM Rechnungen-im Gange;Erlösfähiger Bestand;B;;00:00:00;Tsting;30.06.2017;11:45:00;Manual;;;;;401585-1;01.07.2017
N012999T02;P;1;100;1;1;1;121278;1000;2017;01.07.2017;11:45:00;EUR;1;;308837;0;308837;GL;30.06.2017;6;Rückstellung für TAM Rechnungen-im Gange;Erlösfähiger Bestand;B;;00:00:00;Tsting;30.06.2017;11:45:00;Manual;;;;;401585-1;01.07.2017
N012999T02;P;1;100;1;1;1;121278;1000;2017;01.07.2017;11:45:00;EUR;1;;308837;0;308837;GL;29.06.2017;6;Rückstellung für TAM Rechnungen-im Gange;Erlösfähiger Bestand;B;;00:00:00;Tsting;30.06.2017;11:45:00;Manual;;;;;401585-1;01.07.2017
N012999T02;P;1;100;1;1;1;121278;1000;2017;01.07.2017;11:45:00;EUR;1;;308837;0;308837;GL;30.06.2017;6;Rückstellung für TAM Rechnungen-im Gange;Erlösfähiger Bestand;B;;00:00:00;Tsting;30.06.2017;11:45:00;Manual;;;;;401585-1;01.07.2017
3-12999605;P;1;100;1;1;1;101478;1000;2017;04.07.2017;11:45:00;EUR;1;;0;5036910,92;-5036910,92;GL;30.06.2017;6;Cash Korrektur Eintrag und recl;Kehrseite von GA710;N;;00:00:00;Mjason;03.07.2017;11:45:00;Manual;;;;;401588-1;04.07.2017
3-12999605;P;1;100;1;1;1;103018;1000;2017;04.07.2017;11:45:00;EUR;1;;5036910,92;0;5036910,92;GL;30.06.2017;6;Cash Korrektur Eintrag und recl;Kehrseite von GA711;N;;00:00:00;Mjason;03.07.2017;11:45:00;Manual;;;;;401588-1;04.07.2017
6-12999605;P;1;100;1;1;1;121508;1000;2017;05.07.2017;11:45:00;EUR;1;;1278466,51;0;1278466,51;GL;30.06.2017;6;Data Rezuur;Rückbuchung vorherige Reserve;N;;00:00:00;Mjason;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
6-12999605;P;1;100;1;1;1;131378;1000;2017;05.07.2017;11:45:00;EUR;1;;0;1127997,19;-1127997,19;GL;30.06.2017;6;Data Rezuur;Rückbuchung vorherige Reserve;N;;00:00:00;Mjason;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
6-12999605;P;1;100;1;1;1;410069;1000;2017;05.07.2017;11:45:00;EUR;1;;0;1278466,51;-1278466,51;GL;30.06.2017;6;Data Rezuur;Rückbuchung vorherige Reserve;N;;00:00:00;Mjason;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
6-12999605;P;1;100;1;1;1;510083;1000;2017;05.07.2017;11:45:00;EUR;1;;1127997,19;0;1127997,19;GL;30.06.2017;6;Data Rezuur;Rückbuchung vorherige Reserve;N;;00:00:00;Mjason;04.07.2017;11:45:00;Manual;;;;;401589-1;05.07.2017
GA12999217;P;1;100;1;1;1;800068;1000;2017;04.07.2017;11:45:00;EUR;1;;252356,92;0;252356,92;GL;15.06.2017;6;REC Lizenzabgaben auf .42% für;Lizenzaufwand;N;;00:00:00;Hnotnew;03.07.2017;11:45:00;Manual;;;;;401588-1;04.07.2017
GA12999128;P;1;100;1;1;1;229988;1000;2017;09.06.2017;19:30:00;EUR;1;;0;7310,37;-7310,37;GL;15.06.2017;6;ACC für NET IQ für NOC;Rückstellungen - Ausgaben;N;;00:00:00;Hnotnew;08.06.2017;19:30:00;Manual;;;;;401563-1;09.06.2017
GA12999100;P;1;100;1;1;1;229988;1000;2017;09.06.2017;13:00:00;EUR;1;;0;86269,66;-86269,66;GL;15.06.2017;6;ACC Geschäftslizenz & Eigentum;Rückstellungen - Ausgaben;N;;00:00:00;Hnotnew;08.06.2017;13:00:00;Manual;;;;;401563-1;09.06.2017
GA12999124;P;1;100;1;1;1;229988;1000;2017;09.06.2017;18:30:00;EUR;1;;0;11374,25;-11374,25;GL;15.06.2017;6;ACC Union Pensionsplan;Rückstellungen - Ausgaben;N;;00:00:00;Hnotnew;08.06.2017;18:30:00;Manual;;;;;401563-1;09.06.2017
4-12999605;P;1;100;1;1;1;229988;1000;2017;28.06.2017;11:45:00;EUR;1;;0;54035,81;-54035,81;GL;28.06.2017;6;Bankgebühren, Juni;Rückstellungen - Ausgaben;N;;00:00:00;Jjames;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
GA12999214;P;1;100;1;1;1;229988;1000;2017;28.06.2017;11:45:00;EUR;1;;50896,74;0;50896,74;GL;28.06.2017;6;Bankgebühren, Juni 05.;Rückstellungen - Ausgaben;N;;00:00:00;Jjames;27.06.2017;11:45:00;Manual;;;;;401582-1;28.06.2017
3-12999605;P;1;100;1;1;1;229988;1000;2017;13.06.2017;00:00:00;EUR;1;;11246,39;0;11246,39;GL;13.06.2017;6;bereinigen rec Posten: April & Mai 2;Rückstellungen - Ausgaben;N;;00:00:00;Jjames;12.06.2017;00:00:00;Manual;;;;;401567-1;13.06.2017
3-12999605;P;1;100;1;1;1;229988;1000;2017;13.06.2017;00:00:00;EUR;1;;41,11;0;41,11;GL;13.06.2017;6;bereinigen rec Posten: April & Mai 2;Rückstellungen - Ausgaben;N;;00:00:00;Jjames;12.06.2017;00:00:00;Manual;;;;;401567-1;13.06.2017
5-12999505;P;1;100;1;1;1;229988;1000;2017;06.06.2017;10:45:00;EUR;1;;122376,86;0;122376,86;GL;01.06.2017;6;PCS Rückstellung für Mai;Rückstellungen - Ausgaben;R;;00:00:00;Tthompson;05.06.2017;10:45:00;Manual;;;;;401560-1;06.06.2017
GA12999217;P;1;100;1;1;1;229988;1000;2017;04.07.2017;11:45:00;EUR;1;;0;252356,92;-252356,92;GL;15.06.2017;6;REC Lizenzabgaben auf .42% für;Rückstellungen - Ausgaben;N;;00:00:00;Hnotnew;03.07.2017;11:45:00;Manual;;;;;401588-1;04.07.2017
4-12999505;P;1;100;1;1;1;229988;1000;2017;06.06.2017;08:45:00;EUR;1;;187268,98;0;187268,98;GL;01.06.2017;6;Rückstellung für Sprint Data Service;Rückstellungen - Ausgaben;R;;00:00:00;Tthompson;05.06.2017;08:45:00;Manual;;;;;401560-1;06.06.2017
0-12999505;P;1;100;1;1;1;229988;1000;2017;06.06.2017;18:45:00;EUR;1;;178417,54;0;178417,54;GL;01.06.2017;6;Tech Valley Rückstellung für März,;Rückstellungen - Ausgaben;R;;00:00:00;Tthompson;05.06.2017;18:45:00;Manual;;;;;401560-1;06.06.2017
